"activity_type" "subject" "domain" "detector" "operation" "mean"
"WALKING_UPSTAIRS" 12 "time" "BodyAccMag" "mean" -0.229183927115385
"LAYING" 13 "time" "BodyAccMag" "mean" -0.960517768225806
"SITTING" 13 "time" "BodyAccMag" "mean" -0.957690563673469
"STANDING" 13 "time" "BodyAccMag" "mean" -0.971564243157895
"WALKING" 13 "time" "BodyAccMag" "mean" -0.135643867842105
"WALKING_DOWNSTAIRS" 13 "time" "BodyAccMag" "mean" -0.0294634299553191
"WALKING_UPSTAIRS" 13 "time" "BodyAccMag" "mean" -0.10115350174
"LAYING" 14 "time" "BodyAccMag" "mean" -0.905978250196078
"SITTING" 14 "time" "BodyAccMag" "mean" -0.944197943703704
"STANDING" 14 "time" "BodyAccMag" "mean" -0.943456847333333
"WALKING" 14 "time" "BodyAccMag" "mean" -0.144404671779661
"WALKING_DOWNSTAIRS" 14 "time" "BodyAccMag" "mean" 0.185537706866667
"WALKING_UPSTAIRS" 14 "time" "BodyAccMag" "mean" 0.140108204051852
"LAYING" 15 "time" "BodyAccMag" "mean" -0.955340661527778
"SITTING" 15 "time" "BodyAccMag" "mean" -0.958669836271186
"STANDING" 15 "time" "BodyAccMag" "mean" -0.961207616226415
"WALKING" 15 "time" "BodyAccMag" "mean" -0.186514650759259
"WALKING_DOWNSTAIRS" 15 "time" "BodyAccMag" "mean" 0.320449387166667
"WALKING_UPSTAIRS" 15 "time" "BodyAccMag" "mean" -0.000971394711666667
"LAYING" 16 "time" "BodyAccMag" "mean" -0.961834634857143
"SITTING" 16 "time" "BodyAccMag" "mean" -0.961879680724638
"STANDING" 16 "time" "BodyAccMag" "mean" -0.969948825128205
"WALKING" 16 "time" "BodyAccMag" "mean" -0.258766694117647
"WALKING_DOWNSTAIRS" 16 "time" "BodyAccMag" "mean" 0.191079793587447
"WALKING_UPSTAIRS" 16 "time" "BodyAccMag" "mean" -0.233990331568627
"LAYING" 17 "time" "BodyAccMag" "mean" -0.953021411126761
"SITTING" 17 "time" "BodyAccMag" "mean" -0.97274734640625
"STANDING" 17 "time" "BodyAccMag" "mean" -0.977635981410256
"WALKING" 17 "time" "BodyAccMag" "mean" -0.151151487704918
"WALKING_DOWNSTAIRS" 17 "time" "BodyAccMag" "mean" 0.148951103536087
"WALKING_UPSTAIRS" 17 "time" "BodyAccMag" "mean" -0.0128062276916667
"LAYING" 18 "time" "BodyAccMag" "mean" -0.986456241538462
"SITTING" 18 "time" "BodyAccMag" "mean" -0.983674151754386
"STANDING" 18 "time" "BodyAccMag" "mean" -0.972607495342466
"WALKING" 18 "time" "BodyAccMag" "mean" -0.287908078035714
"WALKING_DOWNSTAIRS" 18 "time" "BodyAccMag" "mean" -0.293531973636364
"WALKING_UPSTAIRS" 18 "time" "BodyAccMag" "mean" -0.279146312758621
"LAYING" 19 "time" "BodyAccMag" "mean" -0.96626080686747
"SITTING" 19 "time" "BodyAccMag" "mean" -0.962074065616438
"STANDING" 19 "time" "BodyAccMag" "mean" -0.960505683561644
"WALKING" 19 "time" "BodyAccMag" "mean" 0.0648173438653846
"WALKING_DOWNSTAIRS" 19 "time" "BodyAccMag" "mean" 0.644604325128205
"WALKING_UPSTAIRS" 19 "time" "BodyAccMag" "mean" 0.01738119347275
"LAYING" 20 "time" "BodyAccMag" "mean" -0.960743126176471
"SITTING" 20 "time" "BodyAccMag" "mean" -0.952738043030303
"STANDING" 20 "time" "BodyAccMag" "mean" -0.92240685739726
"WALKING" 20 "time" "BodyAccMag" "mean" 0.039402280578902
"WALKING_DOWNSTAIRS" 20 "time" "BodyAccMag" "mean" 0.221851587933333
"WALKING_UPSTAIRS" 20 "time" "BodyAccMag" "mean" 0.00872502461176471
"LAYING" 21 "time" "BodyAccMag" "mean" -0.952596583222222
"SITTING" 21 "time" "BodyAccMag" "mean" -0.974734999411765
"STANDING" 21 "time" "BodyAccMag" "mean" -0.958774298089888
"WALKING" 21 "time" "BodyAccMag" "mean" -0.123455661519231
"WALKING_DOWNSTAIRS" 21 "time" "BodyAccMag" "mean" 0.245771699004444
"WALKING_UPSTAIRS" 21 "time" "BodyAccMag" "mean" -0.0810453188106383
"LAYING" 22 "time" "BodyAccMag" "mean" -0.934993799305556
"SITTING" 22 "time" "BodyAccMag" "mean" -0.942167353870968
"STANDING" 22 "time" "BodyAccMag" "mean" -0.954807661269841
"WALKING" 22 "time" "BodyAccMag" "mean" 0.0722419121669565
"WALKING_DOWNSTAIRS" 22 "time" "BodyAccMag" "mean" 0.330999221944444
"WALKING_UPSTAIRS" 22 "time" "BodyAccMag" "mean" 0.210282608333333
"LAYING" 23 "time" "BodyAccMag" "mean" -0.962959196805556
"SITTING" 23 "time" "BodyAccMag" "mean" -0.944080772941176
"STANDING" 23 "time" "BodyAccMag" "mean" -0.957212267058824
"WALKING" 23 "time" "BodyAccMag" "mean" -0.0988770198220339
"WALKING_DOWNSTAIRS" 23 "time" "BodyAccMag" "mean" 0.127211137694444
"WALKING_UPSTAIRS" 23 "time" "BodyAccMag" "mean" -0.0117536873784314
"LAYING" 24 "time" "BodyAccMag" "mean" -0.9718540425
"SITTING" 24 "time" "BodyAccMag" "mean" -0.968979156470588
"STANDING" 24 "time" "BodyAccMag" "mean" -0.950061017681159
"WALKING" 24 "time" "BodyAccMag" "mean" -0.299983613965517
"WALKING_DOWNSTAIRS" 24 "time" "BodyAccMag" "mean" -0.0737699163072727
"WALKING_UPSTAIRS" 24 "time" "BodyAccMag" "mean" -0.226402822033898
"LAYING" 25 "time" "BodyAccMag" "mean" -0.56047777609589
"SITTING" 25 "time" "BodyAccMag" "mean" -0.970409337076923
"STANDING" 25 "time" "BodyAccMag" "mean" -0.972663592162162
"WALKING" 25 "time" "BodyAccMag" "mean" -0.40528943
"WALKING_DOWNSTAIRS" 25 "time" "BodyAccMag" "mean" -0.22010859462069
"WALKING_UPSTAIRS" 25 "time" "BodyAccMag" "mean" -0.305772199076923
"LAYING" 26 "time" "BodyAccMag" "mean" -0.976785042368421
"SITTING" 26 "time" "BodyAccMag" "mean" -0.953079994102564
"STANDING" 26 "time" "BodyAccMag" "mean" -0.968511694324324
"WALKING" 26 "time" "BodyAccMag" "mean" -0.223399171830508
"WALKING_DOWNSTAIRS" 26 "time" "BodyAccMag" "mean" 0.114379383742
"WALKING_UPSTAIRS" 26 "time" "BodyAccMag" "mean" -0.142874499381818
"LAYING" 27 "time" "BodyAccMag" "mean" -0.982091652162162
"SITTING" 27 "time" "BodyAccMag" "mean" -0.979481668857143
"STANDING" 27 "time" "BodyAccMag" "mean" -0.972753287375
"WALKING" 27 "time" "BodyAccMag" "mean" -0.238853875263158
"WALKING_DOWNSTAIRS" 27 "time" "BodyAccMag" "mean" 0.108071382861364
"WALKING_UPSTAIRS" 27 "time" "BodyAccMag" "mean" -0.160589355980392
"LAYING" 28 "time" "BodyAccMag" "mean" -0.95811223025
"SITTING" 28 "time" "BodyAccMag" "mean" -0.955789708611111
"STANDING" 28 "time" "BodyAccMag" "mean" -0.92547165164557
"WALKING" 28 "time" "BodyAccMag" "mean" -0.1806660203
"WALKING_DOWNSTAIRS" 28 "time" "BodyAccMag" "mean" 0.104359216580435
"WALKING_UPSTAIRS" 28 "time" "BodyAccMag" "mean" -0.186240503960784
"LAYING" 29 "time" "BodyAccMag" "mean" -0.986493196666667
"SITTING" 29 "time" "BodyAccMag" "mean" -0.978017021833333
"STANDING" 29 "time" "BodyAccMag" "mean" -0.984745318923077
"WALKING" 29 "time" "BodyAccMag" "mean" -0.0955213393716981
"WALKING_DOWNSTAIRS" 29 "time" "BodyAccMag" "mean" 0.103705165666667
"WALKING_UPSTAIRS" 29 "time" "BodyAccMag" "mean" 0.00834360271428571
"LAYING" 30 "time" "BodyAccMag" "mean" -0.969829984285714
"SITTING" 30 "time" "BodyAccMag" "mean" -0.957487221451613
"STANDING" 30 "time" "BodyAccMag" "mean" -0.930573574915254
"WALKING" 30 "time" "BodyAccMag" "mean" -0.195140032969231
"WALKING_DOWNSTAIRS" 30 "time" "BodyAccMag" "mean" -0.0373901122469355
"WALKING_UPSTAIRS" 30 "time" "BodyAccMag" "mean" -0.137627857227385
"LAYING" 1 "time" "GravityAccMag" "mean" -0.8419291525
"SITTING" 1 "time" "GravityAccMag" "mean" -0.948536786170213
"STANDING" 1 "time" "GravityAccMag" "mean" -0.984278207358491
"WALKING" 1 "time" "GravityAccMag" "mean" -0.136971176556842
"WALKING_DOWNSTAIRS" 1 "time" "GravityAccMag" "mean" 0.0271882914106122
"WALKING_UPSTAIRS" 1 "time" "GravityAccMag" "mean" -0.129927630735849
"LAYING" 2 "time" "GravityAccMag" "mean" -0.977435485208333
"SITTING" 2 "time" "GravityAccMag" "mean" -0.967893623913043
"STANDING" 2 "time" "GravityAccMag" "mean" -0.965875181296296
"WALKING" 2 "time" "GravityAccMag" "mean" -0.290407593728814
"WALKING_DOWNSTAIRS" 2 "time" "GravityAccMag" "mean" 0.0899511204978723
"WALKING_UPSTAIRS" 2 "time" "GravityAccMag" "mean" -0.107322679520833
"LAYING" 3 "time" "GravityAccMag" "mean" -0.972791346129032
"SITTING" 3 "time" "GravityAccMag" "mean" -0.895383350192308
"STANDING" 3 "time" "GravityAccMag" "mean" -0.925430819016393
"WALKING" 3 "time" "GravityAccMag" "mean" -0.254690333275862
"WALKING_DOWNSTAIRS" 3 "time" "GravityAccMag" "mean" -0.0628126118283674
"WALKING_UPSTAIRS" 3 "time" "GravityAccMag" "mean" -0.184014895
"LAYING" 4 "time" "GravityAccMag" "mean" -0.954557603148148
"SITTING" 4 "time" "GravityAccMag" "mean" -0.93569482
"STANDING" 4 "time" "GravityAccMag" "mean" -0.906478051785714
"WALKING" 4 "time" "GravityAccMag" "mean" -0.312050574166667
"WALKING_DOWNSTAIRS" 4 "time" "GravityAccMag" "mean" -0.0491616726733333
"WALKING_UPSTAIRS" 4 "time" "GravityAccMag" "mean" -0.153703935357692
"LAYING" 5 "time" "GravityAccMag" "mean" -0.966777882884615
"SITTING" 5 "time" "GravityAccMag" "mean" -0.9379783225
"STANDING" 5 "time" "GravityAccMag" "mean" -0.906104701071429
"WALKING" 5 "time" "GravityAccMag" "mean" -0.158338674394643
"WALKING_DOWNSTAIRS" 5 "time" "GravityAccMag" "mean" 0.211138853638298
"WALKING_UPSTAIRS" 5 "time" "GravityAccMag" "mean" 0.0435562021989362
"LAYING" 6 "time" "GravityAccMag" "mean" -0.918878850824561
"SITTING" 6 "time" "GravityAccMag" "mean" -0.949543531272727
"STANDING" 6 "time" "GravityAccMag" "mean" -0.945022876491228
"WALKING" 6 "time" "GravityAccMag" "mean" -0.166840713631579
"WALKING_DOWNSTAIRS" 6 "time" "GravityAccMag" "mean" 0.333754731458333
"WALKING_UPSTAIRS" 6 "time" "GravityAccMag" "mean" 0.0177790974433333
"LAYING" 7 "time" "GravityAccMag" "mean" -0.936392023846154
"SITTING" 7 "time" "GravityAccMag" "mean" -0.918432107083333
"STANDING" 7 "time" "GravityAccMag" "mean" -0.942724659245283
"WALKING" 7 "time" "GravityAccMag" "mean" -0.0978090439438596
"WALKING_DOWNSTAIRS" 7 "time" "GravityAccMag" "mean" 0.0198795285851064
"WALKING_UPSTAIRS" 7 "time" "GravityAccMag" "mean" -0.198074437978431
"LAYING" 8 "time" "GravityAccMag" "mean" -0.935308633888889
"SITTING" 8 "time" "GravityAccMag" "mean" -0.952139704347826
"STANDING" 8 "time" "GravityAccMag" "mean" -0.953762884074074
"WALKING" 8 "time" "GravityAccMag" "mean" 0.0516786278104167
"WALKING_DOWNSTAIRS" 8 "time" "GravityAccMag" "mean" 0.176599311818421
"WALKING_UPSTAIRS" 8 "time" "GravityAccMag" "mean" 0.121026629195122
"LAYING" 9 "time" "GravityAccMag" "mean" -0.9308684376
"SITTING" 9 "time" "GravityAccMag" "mean" -0.8933617176
"STANDING" 9 "time" "GravityAccMag" "mean" -0.945167482444444
"WALKING" 9 "time" "GravityAccMag" "mean" -0.0980840496143461
"WALKING_DOWNSTAIRS" 9 "time" "GravityAccMag" "mean" 0.145886357935714
"WALKING_UPSTAIRS" 9 "time" "GravityAccMag" "mean" -0.260727581428571
"LAYING" 10 "time" "GravityAccMag" "mean" -0.956781819655172
"SITTING" 10 "time" "GravityAccMag" "mean" -0.96075719962963
"STANDING" 10 "time" "GravityAccMag" "mean" -0.951988907954545
"WALKING" 10 "time" "GravityAccMag" "mean" -0.127400912069811
"WALKING_DOWNSTAIRS" 10 "time" "GravityAccMag" "mean" 0.250843769394737
"WALKING_UPSTAIRS" 10 "time" "GravityAccMag" "mean" -0.0266623294757447
"LAYING" 11 "time" "GravityAccMag" "mean" -0.980621180175439
"SITTING" 11 "time" "GravityAccMag" "mean" -0.961970763773585
"STANDING" 11 "time" "GravityAccMag" "mean" -0.984853836595745
"WALKING" 11 "time" "GravityAccMag" "mean" -0.288323472033898
"WALKING_DOWNSTAIRS" 11 "time" "GravityAccMag" "mean" 0.126227657258696
"WALKING_UPSTAIRS" 11 "time" "GravityAccMag" "mean" -0.132594623759259
"LAYING" 12 "time" "GravityAccMag" "mean" -0.9482046755
"SITTING" 12 "time" "GravityAccMag" "mean" -0.952176621372549
"STANDING" 12 "time" "GravityAccMag" "mean" -0.941459935081967
"WALKING" 12 "time" "GravityAccMag" "mean" -0.102204550448
"WALKING_DOWNSTAIRS" 12 "time" "GravityAccMag" "mean" 0.0183139429630435
"WALKING_UPSTAIRS" 12 "time" "GravityAccMag" "mean" -0.229183927115385
"LAYING" 13 "time" "GravityAccMag" "mean" -0.960517768225806
"SITTING" 13 "time" "GravityAccMag" "mean" -0.957690563673469
"STANDING" 13 "time" "GravityAccMag" "mean" -0.971564243157895
"WALKING" 13 "time" "GravityAccMag" "mean" -0.135643867842105
"WALKING_DOWNSTAIRS" 13 "time" "GravityAccMag" "mean" -0.0294634299553191
"WALKING_UPSTAIRS" 13 "time" "GravityAccMag" "mean" -0.10115350174
"LAYING" 14 "time" "GravityAccMag" "mean" -0.905978250196078
"SITTING" 14 "time" "GravityAccMag" "mean" -0.944197943703704
"STANDING" 14 "time" "GravityAccMag" "mean" -0.943456847333333
"WALKING" 14 "time" "GravityAccMag" "mean" -0.144404671779661
"WALKING_DOWNSTAIRS" 14 "time" "GravityAccMag" "mean" 0.185537706866667
"WALKING_UPSTAIRS" 14 "time" "GravityAccMag" "mean" 0.140108204051852
"LAYING" 15 "time" "GravityAccMag" "mean" -0.955340661527778
"SITTING" 15 "time" "GravityAccMag" "mean" -0.958669836271186
"STANDING" 15 "time" "GravityAccMag" "mean" -0.961207616226415
"WALKING" 15 "time" "GravityAccMag" "mean" -0.186514650759259
"WALKING_DOWNSTAIRS" 15 "time" "GravityAccMag" "mean" 0.320449387166667
"WALKING_UPSTAIRS" 15 "time" "GravityAccMag" "mean" -0.000971394711666667
"LAYING" 16 "time" "GravityAccMag" "mean" -0.961834634857143
"SITTING" 16 "time" "GravityAccMag" "mean" -0.961879680724638
"STANDING" 16 "time" "GravityAccMag" "mean" -0.969948825128205
"WALKING" 16 "time" "GravityAccMag" "mean" -0.258766694117647
"WALKING_DOWNSTAIRS" 16 "time" "GravityAccMag" "mean" 0.191079793587447
"WALKING_UPSTAIRS" 16 "time" "GravityAccMag" "mean" -0.233990331568627
"LAYING" 17 "time" "GravityAccMag" "mean" -0.953021411126761
"SITTING" 17 "time" "GravityAccMag" "mean" -0.97274734640625
"STANDING" 17 "time" "GravityAccMag" "mean" -0.977635981410256
"WALKING" 17 "time" "GravityAccMag" "mean" -0.151151487704918
"WALKING_DOWNSTAIRS" 17 "time" "GravityAccMag" "mean" 0.148951103536087
"WALKING_UPSTAIRS" 17 "time" "GravityAccMag" "mean" -0.0128062276916667
"LAYING" 18 "time" "GravityAccMag" "mean" -0.986456241538462
"SITTING" 18 "time" "GravityAccMag" "mean" -0.983674151754386
"STANDING" 18 "time" "GravityAccMag" "mean" -0.972607495342466
"WALKING" 18 "time" "GravityAccMag" "mean" -0.287908078035714
"WALKING_DOWNSTAIRS" 18 "time" "GravityAccMag" "mean" -0.293531973636364
"WALKING_UPSTAIRS" 18 "time" "GravityAccMag" "mean" -0.279146312758621
"LAYING" 19 "time" "GravityAccMag" "mean" -0.96626080686747
"SITTING" 19 "time" "GravityAccMag" "mean" -0.962074065616438
"STANDING" 19 "time" "GravityAccMag" "mean" -0.960505683561644
"WALKING" 19 "time" "GravityAccMag" "mean" 0.0648173438653846
"WALKING_DOWNSTAIRS" 19 "time" "GravityAccMag" "mean" 0.644604325128205
"WALKING_UPSTAIRS" 19 "time" "GravityAccMag" "mean" 0.01738119347275
"LAYING" 20 "time" "GravityAccMag" "mean" -0.960743126176471
"SITTING" 20 "time" "GravityAccMag" "mean" -0.952738043030303
"STANDING" 20 "time" "GravityAccMag" "mean" -0.92240685739726
"WALKING" 20 "time" "GravityAccMag" "mean" 0.039402280578902
"WALKING_DOWNSTAIRS" 20 "time" "GravityAccMag" "mean" 0.221851587933333
"WALKING_UPSTAIRS" 20 "time" "GravityAccMag" "mean" 0.00872502461176471
"LAYING" 21 "time" "GravityAccMag" "mean" -0.952596583222222
"SITTING" 21 "time" "GravityAccMag" "mean" -0.974734999411765
"STANDING" 21 "time" "GravityAccMag" "mean" -0.958774298089888
"WALKING" 21 "time" "GravityAccMag" "mean" -0.123455661519231
"WALKING_DOWNSTAIRS" 21 "time" "GravityAccMag" "mean" 0.245771699004444
"WALKING_UPSTAIRS" 21 "time" "GravityAccMag" "mean" -0.0810453188106383
"LAYING" 22 "time" "GravityAccMag" "mean" -0.934993799305556
"SITTING" 22 "time" "GravityAccMag" "mean" -0.942167353870968
"STANDING" 22 "time" "GravityAccMag" "mean" -0.954807661269841
"WALKING" 22 "time" "GravityAccMag" "mean" 0.0722419121669565
"WALKING_DOWNSTAIRS" 22 "time" "GravityAccMag" "mean" 0.330999221944444
"WALKING_UPSTAIRS" 22 "time" "GravityAccMag" "mean" 0.210282608333333
"LAYING" 23 "time" "GravityAccMag" "mean" -0.962959196805556
"SITTING" 23 "time" "GravityAccMag" "mean" -0.944080772941176
"STANDING" 23 "time" "GravityAccMag" "mean" -0.957212267058824
"WALKING" 23 "time" "GravityAccMag" "mean" -0.0988770198220339
"WALKING_DOWNSTAIRS" 23 "time" "GravityAccMag" "mean" 0.127211137694444
"WALKING_UPSTAIRS" 23 "time" "GravityAccMag" "mean" -0.0117536873784314
"LAYING" 24 "time" "GravityAccMag" "mean" -0.9718540425
"SITTING" 24 "time" "GravityAccMag" "mean" -0.968979156470588
"STANDING" 24 "time" "GravityAccMag" "mean" -0.950061017681159
"WALKING" 24 "time" "GravityAccMag" "mean" -0.299983613965517
"WALKING_DOWNSTAIRS" 24 "time" "GravityAccMag" "mean" -0.0737699163072727
"WALKING_UPSTAIRS" 24 "time" "GravityAccMag" "mean" -0.226402822033898
"LAYING" 25 "time" "GravityAccMag" "mean" -0.56047777609589
"SITTING" 25 "time" "GravityAccMag" "mean" -0.970409337076923
"STANDING" 25 "time" "GravityAccMag" "mean" -0.972663592162162
"WALKING" 25 "time" "GravityAccMag" "mean" -0.40528943
"WALKING_DOWNSTAIRS" 25 "time" "GravityAccMag" "mean" -0.22010859462069
"WALKING_UPSTAIRS" 25 "time" "GravityAccMag" "mean" -0.305772199076923
"LAYING" 26 "time" "GravityAccMag" "mean" -0.976785042368421
"SITTING" 26 "time" "GravityAccMag" "mean" -0.953079994102564
"STANDING" 26 "time" "GravityAccMag" "mean" -0.968511694324324
"WALKING" 26 "time" "GravityAccMag" "mean" -0.223399171830508
"WALKING_DOWNSTAIRS" 26 "time" "GravityAccMag" "mean" 0.114379383742
"WALKING_UPSTAIRS" 26 "time" "GravityAccMag" "mean" -0.142874499381818
"LAYING" 27 "time" "GravityAccMag" "mean" -0.982091652162162
"SITTING" 27 "time" "GravityAccMag" "mean" -0.979481668857143
"STANDING" 27 "time" "GravityAccMag" "mean" -0.972753287375
"WALKING" 27 "time" "GravityAccMag" "mean" -0.238853875263158
"WALKING_DOWNSTAIRS" 27 "time" "GravityAccMag" "mean" 0.108071382861364
"WALKING_UPSTAIRS" 27 "time" "GravityAccMag" "mean" -0.160589355980392
"LAYING" 28 "time" "GravityAccMag" "mean" -0.95811223025
"SITTING" 28 "time" "GravityAccMag" "mean" -0.955789708611111
"STANDING" 28 "time" "GravityAccMag" "mean" -0.92547165164557
"WALKING" 28 "time" "GravityAccMag" "mean" -0.1806660203
"WALKING_DOWNSTAIRS" 28 "time" "GravityAccMag" "mean" 0.104359216580435
"WALKING_UPSTAIRS" 28 "time" "GravityAccMag" "mean" -0.186240503960784
"LAYING" 29 "time" "GravityAccMag" "mean" -0.986493196666667
"SITTING" 29 "time" "GravityAccMag" "mean" -0.978017021833333
"STANDING" 29 "time" "GravityAccMag" "mean" -0.984745318923077
"WALKING" 29 "time" "GravityAccMag" "mean" -0.0955213393716981
"WALKING_DOWNSTAIRS" 29 "time" "GravityAccMag" "mean" 0.103705165666667
"WALKING_UPSTAIRS" 29 "time" "GravityAccMag" "mean" 0.00834360271428571
"LAYING" 30 "time" "GravityAccMag" "mean" -0.969829984285714
"SITTING" 30 "time" "GravityAccMag" "mean" -0.957487221451613
"STANDING" 30 "time" "GravityAccMag" "mean" -0.930573574915254
"WALKING" 30 "time" "GravityAccMag" "mean" -0.195140032969231
"WALKING_DOWNSTAIRS" 30 "time" "GravityAccMag" "mean" -0.0373901122469355
"WALKING_UPSTAIRS" 30 "time" "GravityAccMag" "mean" -0.137627857227385
"LAYING" 1 "time" "BodyAccJerkMag" "mean" -0.9543962646
"SITTING" 1 "time" "BodyAccJerkMag" "mean" -0.987364195531915
"STANDING" 1 "time" "BodyAccJerkMag" "mean" -0.992367790566038
"WALKING" 1 "time" "BodyAccJerkMag" "mean" -0.141428809031579
"WALKING_DOWNSTAIRS" 1 "time" "BodyAccJerkMag" "mean" -0.0894474807979592
"WALKING_UPSTAIRS" 1 "time" "BodyAccJerkMag" "mean" -0.466503446226415
"LAYING" 2 "time" "BodyAccJerkMag" "mean" -0.987741696041667
"SITTING" 2 "time" "BodyAccJerkMag" "mean" -0.986774713043478
"STANDING" 2 "time" "BodyAccJerkMag" "mean" -0.980489077407407
"WALKING" 2 "time" "BodyAccJerkMag" "mean" -0.281424153881356
"WALKING_DOWNSTAIRS" 2 "time" "BodyAccJerkMag" "mean" 0.00565516335106383
"WALKING_UPSTAIRS" 2 "time" "BodyAccJerkMag" "mean" -0.321268911041667
"LAYING" 3 "time" "BodyAccJerkMag" "mean" -0.979484593387097
"SITTING" 3 "time" "BodyAccJerkMag" "mean" -0.969080752884615
"STANDING" 3 "time" "BodyAccJerkMag" "mean" -0.959303840327869
"WALKING" 3 "time" "BodyAccJerkMag" "mean" -0.280009317413793
"WALKING_DOWNSTAIRS" 3 "time" "BodyAccJerkMag" "mean" -0.205239246653061
"WALKING_UPSTAIRS" 3 "time" "BodyAccJerkMag" "mean" -0.436901159491525
"LAYING" 4 "time" "BodyAccJerkMag" "mean" -0.970095771666667
"SITTING" 4 "time" "BodyAccJerkMag" "mean" -0.9701322836
"STANDING" 4 "time" "BodyAccJerkMag" "mean" -0.963370738392857
"WALKING" 4 "time" "BodyAccJerkMag" "mean" -0.366700879833333
"WALKING_DOWNSTAIRS" 4 "time" "BodyAccJerkMag" "mean" -0.228851413747333
"WALKING_UPSTAIRS" 4 "time" "BodyAccJerkMag" "mean" -0.400922254807692
"LAYING" 5 "time" "BodyAccJerkMag" "mean" -0.980141253846154
"SITTING" 5 "time" "BodyAccJerkMag" "mean" -0.969320155681818
"STANDING" 5 "time" "BodyAccJerkMag" "mean" -0.956863566071429
"WALKING" 5 "time" "BodyAccJerkMag" "mean" -0.288333024071429
"WALKING_DOWNSTAIRS" 5 "time" "BodyAccJerkMag" "mean" -0.0637528559361702
"WALKING_UPSTAIRS" 5 "time" "BodyAccJerkMag" "mean" -0.247403476914894
"LAYING" 6 "time" "BodyAccJerkMag" "mean" -0.954750504912281
"SITTING" 6 "time" "BodyAccJerkMag" "mean" -0.962733502
"STANDING" 6 "time" "BodyAccJerkMag" "mean" -0.967102436140351
"WALKING" 6 "time" "BodyAccJerkMag" "mean" -0.195117026052632
"WALKING_DOWNSTAIRS" 6 "time" "BodyAccJerkMag" "mean" 0.10384507225
"WALKING_UPSTAIRS" 6 "time" "BodyAccJerkMag" "mean" -0.207379799254902
"LAYING" 7 "time" "BodyAccJerkMag" "mean" -0.980127239615385
"SITTING" 7 "time" "BodyAccJerkMag" "mean" -0.976559676458333
"STANDING" 7 "time" "BodyAccJerkMag" "mean" -0.973381306226415
"WALKING" 7 "time" "BodyAccJerkMag" "mean" -0.192948900438596
"WALKING_DOWNSTAIRS" 7 "time" "BodyAccJerkMag" "mean" -0.170319619372979
"WALKING_UPSTAIRS" 7 "time" "BodyAccJerkMag" "mean" -0.458695232352941
"LAYING" 8 "time" "BodyAccJerkMag" "mean" -0.97314748962963
"SITTING" 8 "time" "BodyAccJerkMag" "mean" -0.986061512173913
"STANDING" 8 "time" "BodyAccJerkMag" "mean" -0.984920797777778
"WALKING" 8 "time" "BodyAccJerkMag" "mean" -0.0668322430433333
"WALKING_DOWNSTAIRS" 8 "time" "BodyAccJerkMag" "mean" 0.262628490268421
"WALKING_UPSTAIRS" 8 "time" "BodyAccJerkMag" "mean" -0.141494613465854
"LAYING" 9 "time" "BodyAccJerkMag" "mean" -0.9633745492
"SITTING" 9 "time" "BodyAccJerkMag" "mean" -0.964383757
"STANDING" 9 "time" "BodyAccJerkMag" "mean" -0.969524578888889
"WALKING" 9 "time" "BodyAccJerkMag" "mean" -0.203733615519231
"WALKING_DOWNSTAIRS" 9 "time" "BodyAccJerkMag" "mean" -0.16237608927619
"WALKING_UPSTAIRS" 9 "time" "BodyAccJerkMag" "mean" -0.440667540204082
"LAYING" 10 "time" "BodyAccJerkMag" "mean" -0.976234435172414
"SITTING" 10 "time" "BodyAccJerkMag" "mean" -0.988054237592593
"STANDING" 10 "time" "BodyAccJerkMag" "mean" -0.965163818409091
"WALKING" 10 "time" "BodyAccJerkMag" "mean" -0.132624992298283
"WALKING_DOWNSTAIRS" 10 "time" "BodyAccJerkMag" "mean" 0.0507010228431579
"WALKING_UPSTAIRS" 10 "time" "BodyAccJerkMag" "mean" -0.262038042446809
"LAYING" 11 "time" "BodyAccJerkMag" "mean" -0.983330628421053
"SITTING" 11 "time" "BodyAccJerkMag" "mean" -0.97935563509434
"STANDING" 11 "time" "BodyAccJerkMag" "mean" -0.989242377234043
"WALKING" 11 "time" "BodyAccJerkMag" "mean" -0.402333202033898
"WALKING_DOWNSTAIRS" 11 "time" "BodyAccJerkMag" "mean" -0.198206139934783
"WALKING_UPSTAIRS" 11 "time" "BodyAccJerkMag" "mean" -0.509587701296296
"LAYING" 12 "time" "BodyAccJerkMag" "mean" -0.969843834166667
"SITTING" 12 "time" "BodyAccJerkMag" "mean" -0.974734489803922
"STANDING" 12 "time" "BodyAccJerkMag" "mean" -0.968790683278689
"WALKING" 12 "time" "BodyAccJerkMag" "mean" -0.144064922688
"WALKING_DOWNSTAIRS" 12 "time" "BodyAccJerkMag" "mean" -0.107091019565217
"WALKING_UPSTAIRS" 12 "time" "BodyAccJerkMag" "mean" -0.432469300961538
"LAYING" 13 "time" "BodyAccJerkMag" "mean" -0.985467853870968
"SITTING" 13 "time" "BodyAccJerkMag" "mean" -0.989497838979592
"STANDING" 13 "time" "BodyAccJerkMag" "mean" -0.98680002754386
"WALKING" 13 "time" "BodyAccJerkMag" "mean" -0.133205034736842
"WALKING_DOWNSTAIRS" 13 "time" "BodyAccJerkMag" "mean" -0.127926051502128
"WALKING_UPSTAIRS" 13 "time" "BodyAccJerkMag" "mean" -0.456190454
